OID_,Join_Count,TARGET_FID,gridcode,rca_id,uRCA,uRCA_int,Join_Count_1,TARGET_FID_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Leng,Surveyed,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_1,Z_Mean,Avg_Slope,Shape_Le_2,Shape_Area_1,Shape_Length,Shape_Area
4324,3,13,4123,4123.000000000000000,4123,4123,1,4324,{1D111400-D8CE-4B8E-B02B-9F23B7A6FA56},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,23918.409999999999854,96.790000000000006,AK,190803060408,Angel Creek,M,IT,190803060409,0.000000000000000,0.000000000000000,44903.175671600001806,1,292,139.289999999999992, ,111292, , ,6/4/2011 0:00:00,Yes,Digitized,DRG63,B - Within 90 Meters,0.000000000000000, ,Intel from a Fairbanks Area flight.,34988,2011,6/8/2011 0:00:00,hrigby,No,6/27/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,4115.251621979999982,0.000000000000000,0.000000000000000,44903.175671600001806,96794365.966499999165535,7409.581729354843446,1697712.469744279282168
4325,3,13,4124,4124.000000000000000,4124,4124,2,4325,{1D111400-D8CE-4B8E-B02B-9F23B7A6FA56},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,23918.409999999999854,96.790000000000006,AK,190803060408,Angel Creek,M,IT,190803060409,0.000000000000000,0.000000000000000,44903.175671600001806,1,292,139.289999999999992, ,111292, , ,6/4/2011 0:00:00,Yes,Digitized,DRG63,B - Within 90 Meters,0.000000000000000, ,Intel from a Fairbanks Area flight.,34988,2011,6/8/2011 0:00:00,hrigby,No,6/27/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,4115.251621979999982,0.000000000000000,0.000000000000000,44903.175671600001806,96794365.966499999165535,13193.081802583503304,6897737.632571506313980
4326,3,13,4125,4125.000000000000000,4125,4125,2,4326,{1D111400-D8CE-4B8E-B02B-9F23B7A6FA56},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,23918.409999999999854,96.790000000000006,AK,190803060408,Angel Creek,M,IT,190803060409,0.000000000000000,0.000000000000000,44903.175671600001806,1,292,139.289999999999992, ,111292, , ,6/4/2011 0:00:00,Yes,Digitized,DRG63,B - Within 90 Meters,0.000000000000000, ,Intel from a Fairbanks Area flight.,34988,2011,6/8/2011 0:00:00,hrigby,No,6/27/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,4115.251621979999982,0.000000000000000,0.000000000000000,44903.175671600001806,96794365.966499999165535,12486.812632247922011,6591347.707961218431592
4327,3,13,4126,4126.000000000000000,4126,4126,2,4327,{1D111400-D8CE-4B8E-B02B-9F23B7A6FA56},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,23918.409999999999854,96.790000000000006,AK,190803060408,Angel Creek,M,IT,190803060409,0.000000000000000,0.000000000000000,44903.175671600001806,1,292,139.289999999999992, ,111292, , ,6/4/2011 0:00:00,Yes,Digitized,DRG63,B - Within 90 Meters,0.000000000000000, ,Intel from a Fairbanks Area flight.,34988,2011,6/8/2011 0:00:00,hrigby,No,6/27/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,4115.251621979999982,0.000000000000000,0.000000000000000,44903.175671600001806,96794365.966499999165535,20464.768416192320728,17671103.745201688259840
4328,0,102,4127,4127.000000000000000,4127,4127,3,4328,{31862760-56B5-4996-A345-22E4726A5DDA},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,23501.130000000001019,95.109999999999999,AK,190803050302,190803050302,S,NM,190803050305,0.000000000000000,0.000000000000000,56250.216923400002997,0, ,0.000000000000000, , , , ,8/5/2021 0:00:00, , , , ,0.000000000000000, , ,0, ,8/6/2021 0:00:00, , ,9/27/2021 0:00:00,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,942.066542195000011,30.482367118199999,56250.216923400002997,95105675.133300006389618,9815.829996104166639,4591991.630844292230904
4329,0,102,4128,4128.000000000000000,4128,4128,3,4329,{31862760-56B5-4996-A345-22E4726A5DDA},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,4/30/2015 0:00:00,0,23501.130000000001019,95.109999999999999,AK,190803050302,190803050302,S,NM,190803050305,0.000000000000000,0.000000000000000,56250.216923400002997,0, ,0.000000000000000, , , , ,11/1/1958 0:00:00, , , , ,0.000000000000000, , ,0, ,10/14/2008 0:00:00, , ,9/1/1958 0:00:00,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,942.066542195000011,30.482367118199999,56250.216923400002997,95105675.133300006389618,7698.578183448045820,3049949.310150176286697
4330,0,66,4129,4129.000000000000000,4129,4129,3,4330,{CE8EF9E2-9A49-4D1E-8E90-E66F37810E31},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,29795.189999999998690,120.579999999999998,AK,190803050301,Upper North Fork Salcha River,S,NM,190803050305,0.000000000000000,0.000000000000000,58838.088386800001899,0, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,1098.035905480000110,39.259333738300001,58838.088386800001899,120576836.033999994397163,9370.542452198735191,4498879.933429297059774
4331,0,97,4130,4130.000000000000000,4130,4130,2,4331,{FB54CF2F-9E48-4E82-8118-2B40F396EFF5},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,30682.029999999998836,124.170000000000002,AK,190803050108,190803050108-Salcha River,S,NM,190803050207,0.000000000000000,0.000000000000000,73737.228512400004547,1, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,971.060376887999951,32.072736983500000,73737.228512400004547,124165764.215000003576279,7696.072659873642806,3094490.799780152272433
4332,5,106,4131,4131.000000000000000,4131,4131,1,4332,{4188989B-3875-4C4D-BFD3-E95EC65BFE9E},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34920.419999999998254,141.319999999999993,AK,190803060705,Fish Creek,S,NM,190803060706,0.000000000000000,0.000000000000000,64525.765189799996733,0,194,37.149999999999999,N2VX,111194,PNN2VX,20,6/15/2021 0:00:00,Yes,Remote Sensing Derived, , ,0.000000000000000, ,Planet Image from 6/15 21:21 UTC,67991,2021,6/18/2021 0:00:00,mstoeber, ,6/21/2021 0:00:00,,{37D4795F-63C5-4D46-A166-82E558795FCD},N,2020 - 2029,2021.000000000000000,2020.000000000000000,2057.446529379999902,0.000000000000000,0.000000000000000,64525.765189799996733,141317918.085999995470047,18.856554196164602,17.102366981097340
4333,3,11,4131,4131.000000000000000,4131,4131,2,4333,{E93A6837-2253-4D38-BA03-BBE452A6E184},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10337.620000000000800,41.829999999999998,AK,190803060704,Miller Creek,S,NM,190803060705,0.000000000000000,0.000000000000000,29019.973321099998429,1,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,29019.973321099998429,41834853.532300002872944,10909.076516843091667,6030260.683183425106108
4334,3,11,4132,4132.000000000000000,4132,4132,2,4334,{E93A6837-2253-4D38-BA03-BBE452A6E184},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10337.620000000000800,41.829999999999998,AK,190803060704,Miller Creek,S,NM,190803060705,0.000000000000000,0.000000000000000,29019.973321099998429,1,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,29019.973321099998429,41834853.532300002872944,7290.141871460546099,3065076.172296253964305
4335,2,10,4133,4133.000000000000000,4133,4133,2,4335,{E4183E04-E2E8-4906-9381-DDA1EFF89F0E},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11881.360000000000582,48.079999999999998,AK,190803060703,Fairbanks Creek,S,NM,190803060705,0.000000000000000,0.000000000000000,34721.153334299997368,0,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,34721.153334299997368,48082152.405599996447563,8223.485847864940297,3632898.148970337118953
4336,2,10,4134,4134.000000000000000,4134,4134,2,4336,{E4183E04-E2E8-4906-9381-DDA1EFF89F0E},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11881.360000000000582,48.079999999999998,AK,190803060703,Fairbanks Creek,S,NM,190803060705,0.000000000000000,0.000000000000000,34721.153334299997368,0,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,34721.153334299997368,48082152.405599996447563,8431.352939182022965,3760876.120194143150002
4337,3,13,4135,4135.000000000000000,4135,4135,3,4337,{1D111400-D8CE-4B8E-B02B-9F23B7A6FA56},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,23918.409999999999854,96.790000000000006,AK,190803060408,Angel Creek,M,IT,190803060409,0.000000000000000,0.000000000000000,44903.175671600001806,1,292,139.289999999999992, ,111292, , ,6/4/2011 0:00:00,Yes,Digitized,DRG63,B - Within 90 Meters,0.000000000000000, ,Intel from a Fairbanks Area flight.,34988,2011,6/8/2011 0:00:00,hrigby,No,6/27/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,4115.251621979999982,0.000000000000000,0.000000000000000,44903.175671600001806,96794365.966499999165535,10670.836013578604252,4673176.301108866930008
4338,3,13,4136,4136.000000000000000,4136,4136,1,4338,{1D111400-D8CE-4B8E-B02B-9F23B7A6FA56},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,23918.409999999999854,96.790000000000006,AK,190803060408,Angel Creek,M,IT,190803060409,0.000000000000000,0.000000000000000,44903.175671600001806,1,292,139.289999999999992, ,111292, , ,6/4/2011 0:00:00,Yes,Digitized,DRG63,B - Within 90 Meters,0.000000000000000, ,Intel from a Fairbanks Area flight.,34988,2011,6/8/2011 0:00:00,hrigby,No,6/27/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,4115.251621979999982,0.000000000000000,0.000000000000000,44903.175671600001806,96794365.966499999165535,6833.304054175470810,1093003.822050364455208
4339,0,102,4137,4137.000000000000000,4137,4137,1,4339,{31862760-56B5-4996-A345-22E4726A5DDA},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,23501.130000000001019,95.109999999999999,AK,190803050302,190803050302,S,NM,190803050305,0.000000000000000,0.000000000000000,56250.216923400002997,0, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,942.066542195000011,30.482367118199999,56250.216923400002997,95105675.133300006389618,4818.719914882517514,868128.471581261605024
4340,0,102,4138,4138.000000000000000,4138,4138,3,4340,{31862760-56B5-4996-A345-22E4726A5DDA},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,4/30/2015 0:00:00,0,23501.130000000001019,95.109999999999999,AK,190803050302,190803050302,S,NM,190803050305,0.000000000000000,0.000000000000000,56250.216923400002997,0, ,0.000000000000000, , , , ,11/1/1958 0:00:00, , , , ,0.000000000000000, , ,0, ,10/14/2008 0:00:00, , ,9/1/1958 0:00:00,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,942.066542195000011,30.482367118199999,56250.216923400002997,95105675.133300006389618,8784.698994922022393,3914466.272226554807276
4341,3,57,4139,4139.000000000000000,4139,4139,1,4341,{7FA96D5D-EB2E-4C60-90C9-32F1555E2984},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,33291.720000000001164,134.729999999999990,AK,190803060706,190803060706-Little Chena River,S,NM,190803060802,0.000000000000000,0.000000000000000,60776.902970299997833,1,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,60776.902970299997833,134726817.041000008583069,20.000000000000000,25.000000000000000
4342,3,57,4139,4139.000000000000000,4139,4139,1,4342,{7FA96D5D-EB2E-4C60-90C9-32F1555E2984},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,33291.720000000001164,134.729999999999990,AK,190803060706,190803060706-Little Chena River,S,NM,190803060802,0.000000000000000,0.000000000000000,60776.902970299997833,1,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,60776.902970299997833,134726817.041000008583069,18.753457528105606,16.015500013163500
4343,3,57,4139,4139.000000000000000,4139,4139,1,4343,{7FA96D5D-EB2E-4C60-90C9-32F1555E2984},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,33291.720000000001164,134.729999999999990,AK,190803060706,190803060706-Little Chena River,S,NM,190803060802,0.000000000000000,0.000000000000000,60776.902970299997833,1,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,60776.902970299997833,134726817.041000008583069,12127.386695252687787,7115532.979996409267187
4344,3,11,4140,4140.000000000000000,4140,4140,2,4344,{E93A6837-2253-4D38-BA03-BBE452A6E184},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10337.620000000000800,41.829999999999998,AK,190803060704,Miller Creek,S,NM,190803060705,0.000000000000000,0.000000000000000,29019.973321099998429,1,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,29019.973321099998429,41834853.532300002872944,10696.527067603097748,5329217.641992173157632
4345,2,54,4141,4141.000000000000000,4141,4141,2,4345,{4C66F557-F37B-4BD5-820C-653B2E12AE08},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,36483.760000000002037,147.639999999999986,AK,190803090402,190803090402-Washington Creek,S,NM,190803090404,0.000000000000000,0.000000000000000,66175.178969999993569,1,271,23110.430000000000291,F4D8,111271,PNF4D8, ,6/11/2011 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,34973,2011,6/14/2011 0:00:00,Alaska Type 2 Team,No,9/8/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,85957.830464200000279,0.000000000000000,0.000000000000000,66175.178969999993569,147644729.374000012874603,8337.520488066144026,3137309.268467699643224
4346,2,54,4142,4142.000000000000000,4142,4142,2,4346,{4C66F557-F37B-4BD5-820C-653B2E12AE08},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,36483.760000000002037,147.639999999999986,AK,190803090402,190803090402-Washington Creek,S,NM,190803090404,0.000000000000000,0.000000000000000,66175.178969999993569,1,271,23110.430000000000291,F4D8,111271,PNF4D8, ,6/11/2011 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,34973,2011,6/14/2011 0:00:00,Alaska Type 2 Team,No,9/8/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,85957.830464200000279,0.000000000000000,0.000000000000000,66175.178969999993569,147644729.374000012874603,9068.878165814969179,3993826.717797408346087
4347,2,10,4143,4143.000000000000000,4143,4143,2,4347,{E4183E04-E2E8-4906-9381-DDA1EFF89F0E},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11881.360000000000582,48.079999999999998,AK,190803060703,Fairbanks Creek,S,NM,190803060705,0.000000000000000,0.000000000000000,34721.153334299997368,0,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,34721.153334299997368,48082152.405599996447563,6527.490962913536350,1149342.273222775664181
4348,2,10,4144,4144.000000000000000,4144,4144,1,4348,{E4183E04-E2E8-4906-9381-DDA1EFF89F0E},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11881.360000000000582,48.079999999999998,AK,190803060703,Fairbanks Creek,S,NM,190803060705,0.000000000000000,0.000000000000000,34721.153334299997368,0,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,34721.153334299997368,48082152.405599996447563,2616.385502320570595,381035.332545483717695
4349,2,10,4145,4145.000000000000000,4145,4145,2,4349,{E4183E04-E2E8-4906-9381-DDA1EFF89F0E},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11881.360000000000582,48.079999999999998,AK,190803060703,Fairbanks Creek,S,NM,190803060705,0.000000000000000,0.000000000000000,34721.153334299997368,0,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,34721.153334299997368,48082152.405599996447563,6375.549913952708266,2297451.489748115185648
4350,2,10,4146,4146.000000000000000,4146,4146,2,4350,{E4183E04-E2E8-4906-9381-DDA1EFF89F0E},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11881.360000000000582,48.079999999999998,AK,190803060703,Fairbanks Creek,S,NM,190803060705,0.000000000000000,0.000000000000000,34721.153334299997368,0,193,538651.479999999981374,A4SZ,411193,PNA4SZ,537627,9/1/2004 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1679,2004,3/14/2019 0:00:00,jljenkins, ,11/19/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,678469.607755000004545,0.000000000000000,0.000000000000000,34721.153334299997368,48082152.405599996447563,8215.600845571176251,3774373.518460805527866
4351,3,13,4147,4147.000000000000000,4147,4147,1,4351,{1D111400-D8CE-4B8E-B02B-9F23B7A6FA56},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,23918.409999999999854,96.790000000000006,AK,190803060408,Angel Creek,M,IT,190803060409,0.000000000000000,0.000000000000000,44903.175671600001806,1,292,139.289999999999992, ,111292, , ,6/4/2011 0:00:00,Yes,Digitized,DRG63,B - Within 90 Meters,0.000000000000000, ,Intel from a Fairbanks Area flight.,34988,2011,6/8/2011 0:00:00,hrigby,No,6/27/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,4115.251621979999982,0.000000000000000,0.000000000000000,44903.175671600001806,96794365.966499999165535,905.685775953174243,41937.317934763144876
4352,3,13,4148,4148.000000000000000,4148,4148,4,4352,{1D111400-D8CE-4B8E-B02B-9F23B7A6FA56},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,23918.409999999999854,96.790000000000006,AK,190803060408,Angel Creek,M,IT,190803060409,0.000000000000000,0.000000000000000,44903.175671600001806,1,292,139.289999999999992, ,111292, , ,6/4/2011 0:00:00,Yes,Digitized,DRG63,B - Within 90 Meters,0.000000000000000, ,Intel from a Fairbanks Area flight.,34988,2011,6/8/2011 0:00:00,hrigby,No,6/27/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,4115.251621979999982,0.000000000000000,0.000000000000000,44903.175671600001806,96794365.966499999165535,11150.950683663582822,5574020.149060527794063
4353,2,54,4149,4149.000000000000000,4149,4149,3,4353,{4C66F557-F37B-4BD5-820C-653B2E12AE08},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,36483.760000000002037,147.639999999999986,AK,190803090402,190803090402-Washington Creek,S,NM,190803090404,0.000000000000000,0.000000000000000,66175.178969999993569,1,271,23110.430000000000291,F4D8,111271,PNF4D8, ,6/11/2011 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,34973,2011,6/14/2011 0:00:00,Alaska Type 2 Team,No,9/8/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,85957.830464200000279,0.000000000000000,0.000000000000000,66175.178969999993569,147644729.374000012874603,11879.180341882041830,7765307.915655654855072
4354,2,54,4150,4150.000000000000000,4150,4150,1,4354,{4C66F557-F37B-4BD5-820C-653B2E12AE08},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,36483.760000000002037,147.639999999999986,AK,190803090402,190803090402-Washington Creek,S,NM,190803090404,0.000000000000000,0.000000000000000,66175.178969999993569,1,271,23110.430000000000291,F4D8,111271,PNF4D8, ,6/11/2011 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,34973,2011,6/14/2011 0:00:00,Alaska Type 2 Team,No,9/8/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,85957.830464200000279,0.000000000000000,0.000000000000000,66175.178969999993569,147644729.374000012874603,7637.570557402984377,3284391.605795987881720
4355,2,55,4151,4151.000000000000000,4151,4151,1,4355,{94F1962D-5F04-4151-AC52-89CF7A40334D},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,20252.959999999999127,81.959999999999994,AK,190803090606,Little Eldorado Creek-Chatanika River,S,NM,190803090608,0.000000000000000,0.000000000000000,41528.746912100003101,1,538,25.920000000000002,JT1G,511538, , ,9/22/2015 0:00:00,Yes,GPS,ATV, ,0.000000000000000, ,None Recorded,38358,2015,9/22/2015 0:00:00,DNR SW-McGrath,No,8/8/2015 0:00:00,,ED7B02B2-4ECB-42A2-92A8-0C5813B68354,N,2010 - 2019,2015.000000000000000,2010.000000000000000,1865.629536769999959,0.000000000000000,0.000000000000000,41528.746912100003101,81960828.096300005912781,11956.691335296463876,4185354.149097644258291
4356,2,55,4152,4152.000000000000000,4152,4152,2,4356,{94F1962D-5F04-4151-AC52-89CF7A40334D},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,20252.959999999999127,81.959999999999994,AK,190803090606,Little Eldorado Creek-Chatanika River,S,NM,190803090608,0.000000000000000,0.000000000000000,41528.746912100003101,1,538,25.920000000000002,JT1G,511538, , ,9/22/2015 0:00:00,Yes,GPS,ATV, ,0.000000000000000, ,None Recorded,38358,2015,9/22/2015 0:00:00,DNR SW-McGrath,No,8/8/2015 0:00:00,,ED7B02B2-4ECB-42A2-92A8-0C5813B68354,N,2010 - 2019,2015.000000000000000,2010.000000000000000,1865.629536769999959,0.000000000000000,0.000000000000000,41528.746912100003101,81960828.096300005912781,5170.498901220293192,1146625.870996362064034
4357,5,184,4153,4153.000000000000000,4153,4153,2,4357,{E7156CB3-C589-4D8C-B2CD-BD97E7535943},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35719.250000000000000,144.550000000000011,AK,190803060105,Shamrock Creek-Middle Fork Chena River,S,NM,190803060304,0.000000000000000,0.000000000000000,61084.976279599999543,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,0.000000000000000,0.000000000000000,61084.976279599999543,144550689.455000013113022,20100.470906241487683,10908436.835743319243193
4358,5,184,4154,4154.000000000000000,4154,4154,1,4358,{E7156CB3-C589-4D8C-B2CD-BD97E7535943},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35719.250000000000000,144.550000000000011,AK,190803060105,Shamrock Creek-Middle Fork Chena River,S,NM,190803060304,0.000000000000000,0.000000000000000,61084.976279599999543,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,0.000000000000000,0.000000000000000,61084.976279599999543,144550689.455000013113022,4650.551133931753611,776712.486210774863139
4359,2,54,4155,4155.000000000000000,4155,4155,1,4359,{4C66F557-F37B-4BD5-820C-653B2E12AE08},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,36483.760000000002037,147.639999999999986,AK,190803090402,190803090402-Washington Creek,S,NM,190803090404,0.000000000000000,0.000000000000000,66175.178969999993569,1,271,23110.430000000000291,F4D8,111271,PNF4D8, ,6/11/2011 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,34973,2011,6/14/2011 0:00:00,Alaska Type 2 Team,No,9/8/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,85957.830464200000279,0.000000000000000,0.000000000000000,66175.178969999993569,147644729.374000012874603,1240.987649648559909,48920.573174800258130
