OID_,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,Join_Cou_1,TARGET_F_1,Dam_Type,Dam_Condit,Notes,Beaver_cre,Dam_Num,Surveyor,Dam_Cond_1,Beaver_C_1,OBJECTID_1,Shape_Leng,Area_m2,Notes_1,Length_m,Width_m,Dam_Num_1,Surveyor_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Le_1,Surveyed,Shape_Le_2,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_3,Z,ID,DOWN_ID,CHAN_ID,LENGTH_M_1,AREA_SQKM,ELEV_M,OUT_DIST,SRC_DIST,FROM_DIST,GRADIENT,MNANPRC_M,MEANANNCMS,WIDTH_M_1,DEPTH_M,MAX_GRAD_D,LAKE,STRM_ORDER,AZIMTH_DEG,SINUOSITY,VAL_WIDTH,FP_WIDTH,DROPMAX,Fish,Basin_ID,VWI_Floor,ValCnstrnt,FlowVel,BFQ,StrmPow,BeavHab,FISH_RESID,GEP_Cum,GEP,IP_CHIN2,CCon,MERGE_SRC,uID
669,1,811,1,669,0,678,Side,active, ,Y,5387,RA,Active,Y,437,489.821509718000016,2880.142873889999919, ,178.000000000000000,35.000000000000000,5387,RA,{40F43B48-D314-421A-904C-81FCC23C0A95},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,32784.809999999997672,132.680000000000007,AK,190803050207,190803050207-Salcha River,M,NM,190803050403,0.000000000000000,0.000000000000000,70940.262834900000598,1,70940.262834900000598, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,525.251891614999977,14295.000000000000000,14294.000000000000000,616.000000000000000,106.568500000000000,2.381200000000000,524.600000000000023,186.706359999999989,2.415730000000000,0.112890000000000,0.004100000000000,0.455500000000000,0.010800000000000,0.407300000000000,0.038300000000000,0.028900000000000,0.000000000000000,1.000000000000000,84.7300034,1.076900000000000,5.046000000000000,73.439899999999994,0.000000000000000,1,5050207,12.3900003,180.828000000000003,0.2212000,0.003000000000000,0.139000000000000,1,1,0.335100000000000,0.204200000000000,0.165800000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC14295
670,1,812,1,670,0,679,Side,active, ,Y,5388,RA,Active,Y,438,201.718650722000007,1043.309558120000020, ,83.000000000000000,17.000000000000000,5388,RA,{40F43B48-D314-421A-904C-81FCC23C0A95},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,32784.809999999997672,132.680000000000007,AK,190803050207,190803050207-Salcha River,M,NM,190803050403,0.000000000000000,0.000000000000000,70940.262834900000598,1,70940.262834900000598, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,526.319291099999987,14294.000000000000000,1867.000000000000000,616.000000000000000,108.284300000000002,2.399700000000000,524.899999999999977,186.602450000000005,2.519640000000000,0.000000000000000,0.000000000000000,0.452200000000000,0.011500000000000,0.421400000000000,0.039100000000000,0.028900000000000,0.000000000000000,1.000000000000000,99.1999969,1.159300000000000,4.962000000000000,54.013599999999997,0.000000000000000,1,5050207,11.7799997,128.162000000000006,0.1109000,0.002000000000000,0.000000000000000,1,1,0.332700000000000,0.029500000000000,0.159900000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC14294
671,1,813,1,671,0,680,Side,active, ,Y,5389,RA,Active,Y,439,231.165647938000006,1571.512643530000105, ,82.000000000000000,29.000000000000000,5389,RA,{40F43B48-D314-421A-904C-81FCC23C0A95},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,32784.809999999997672,132.680000000000007,AK,190803050207,190803050207-Salcha River,M,NM,190803050403,0.000000000000000,0.000000000000000,70940.262834900000598,1,70940.262834900000598, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,529.400031419000015,14294.000000000000000,1867.000000000000000,616.000000000000000,108.284300000000002,2.399700000000000,524.899999999999977,186.602450000000005,2.519640000000000,0.000000000000000,0.000000000000000,0.452200000000000,0.011500000000000,0.421400000000000,0.039100000000000,0.028900000000000,0.000000000000000,1.000000000000000,99.1999969,1.159300000000000,4.962000000000000,54.013599999999997,0.000000000000000,1,5050207,11.7799997,128.162000000000006,0.1109000,0.002000000000000,0.000000000000000,1,1,0.332700000000000,0.029500000000000,0.159900000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC14294
672,1,814,1,672,0,681,Side,active, ,Y,5390,RA,Active,Y,440,1034.161699929999941,15099.908899599999131, ,458.000000000000000,71.000000000000000,5390,RA,{40F43B48-D314-421A-904C-81FCC23C0A95},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,32784.809999999997672,132.680000000000007,AK,190803050207,190803050207-Salcha River,M,NM,190803050403,0.000000000000000,0.000000000000000,70940.262834900000598,1,70940.262834900000598, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,531.496944593999956,1889.000000000000000,1888.000000000000000,1.000000000000000,103.639600000000002,1225.179000000000087,531.500000000000000,188.710769999999997,67.193520000000007,188.710769999999997,0.005500000000000,0.530600000000000,10.952500000000001,12.776000000000000,0.271000000000000,0.028900000000000,0.000000000000000,6.000000000000000,208.1999969,1.013000000000000,284.521000000000015,276.528200000000027,0.000000000000000,1,5050207,22.2700005,21.643999999999998,1.0160000,3.518000000000000,189.604000000000013,1,1,0.296900000000000,0.043500000000000,0.952200000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC1889
673,1,815,1,673,0,682,Side,active, ,Y,5391,RA,Active,Y,441,770.181898230999991,2883.555996170000071, ,216.000000000000000,21.000000000000000,5391,RA,{446729B6-EDA6-4D90-9C48-A3B5E7B7397C},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,8/1/2016 0:00:00,0,36348.379999999997381,147.099999999999994,AK,190803050202,Serpentine Creek,S,NM,190803050203,0.000000000000000,0.000000000000000,60065.357240800003638,1,60065.357240800003638, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,599.883144434999963,11262.000000000000000,11261.000000000000000,14.000000000000000,109.497500000000002,135.488699999999994,598.249699999999962,197.201830000000001,20.878570000000000,6.721100000000000,0.013800000000000,0.487900000000000,0.934300000000000,3.753700000000000,0.135200000000000,0.030000000000000,0.000000000000000,4.000000000000000,295.0400085,1.044000000000000,33.469000000000001,26.162900000000000,0.000000000000000,1,5050202,8.9200001,6.971000000000000,0.9984000,0.507000000000000,68.525000000000006,1,1,0.304600000000000,0.190800000000000,0.689300000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC11262
674,1,816,1,674,0,683,Side,active, ,M,5392,RA,Active,M,442,73.449584345399998,209.606908863000001, ,25.000000000000000,7.000000000000000,5392,RA,{446729B6-EDA6-4D90-9C48-A3B5E7B7397C},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,8/1/2016 0:00:00,0,36348.379999999997381,147.099999999999994,AK,190803050202,Serpentine Creek,S,NM,190803050203,0.000000000000000,0.000000000000000,60065.357240800003638,1,60065.357240800003638, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,653.908750230999999,12344.000000000000000,12343.000000000000000,137.000000000000000,107.781700000000001,10.337899999999999,649.870499999999993,199.887589999999989,5.379180000000000,1.413420000000000,0.034100000000000,0.463500000000000,0.055000000000000,0.917300000000000,0.060700000000000,0.038700000000000,0.000000000000000,2.000000000000000,317.7699890,1.019600000000000,8.018000000000001,14.164099999999999,0.000000000000000,1,5050202,8.7399998,15.426000000000000,0.8923000,0.050000000000000,16.603000000000002,1,1,0.292900000000000,0.145700000000000,0.111700000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC12344
675,1,817,1,675,0,684,Main,active, ,Y,5393,RA,Active,Y,443,520.621549355999946,4479.525744870000381, ,115.000000000000000,88.000000000000000,5393,RA,{56234392-B233-49C8-8113-82543AA15CBB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34560.599999999998545,139.860000000000014,AK,190803050602,Butte Creek,S,NM,190803050604,0.000000000000000,0.000000000000000,61219.353978099999949,1,61219.353978099999949, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,360.918973887999982,39849.000000000000000,39848.000000000000000,39.000000000000000,115.355300000000000,36.654299999999999,360.600999999999999,100.834840000000000,7.852270000000000,2.636430000000000,0.016900000000000,0.488400000000000,0.233600000000000,1.883000000000000,0.091400000000000,0.028900000000000,0.000000000000000,4.000000000000000,181.6000061,1.019200000000000,219.408999999999992,40.302300000000002,0.000000000000000,1,5050602,116.5199966,21.407000000000000,0.8404000,0.145000000000000,23.954999999999998,1,1,0.305100000000000,0.213200000000000,0.412700000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC39849
676,1,818,1,676,1,685,Main,active, ,Y,5394,RA,Active,Y,444,291.136326600000018,1947.888852540000016, ,125.000000000000000,28.000000000000000,5394,RA,{56234392-B233-49C8-8113-82543AA15CBB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34560.599999999998545,139.860000000000014,AK,190803050602,Butte Creek,S,NM,190803050604,0.000000000000000,0.000000000000000,61219.353978099999949,1,61219.353978099999949, ,3783.079999999999927,A138,611083, ,3800,9/14/1986 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter digitized using Landsat imagery.,25253,1986,11/10/2021 0:00:00,jljenkins, ,7/29/1986 0:00:00,, ,N,1980 - 1989,1986.000000000000000,1980.000000000000000,38235.104896800003189,377.546717778000016,39861.000000000000000,39860.000000000000000,39.000000000000000,109.497500000000002,34.326099999999997,377.286800000000028,102.039749999999998,6.647360000000000,3.841340000000000,0.014400000000000,0.491800000000000,0.220300000000000,1.828900000000000,0.089900000000000,0.028900000000000,0.000000000000000,4.000000000000000,160.0099945,1.002600000000000,127.204999999999998,110.657899999999998,0.000000000000000,1,5050602,69.5500031,60.503999999999998,0.7668000,0.126000000000000,17.792000000000002,1,1,0.310500000000000,0.036200000000000,0.423800000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC39861
677,1,819,1,677,0,686,Side,active, ,Y,5395,RA,Active,Y,445,89.073947075700005,361.741043740999999, ,36.000000000000000,16.000000000000000,5395,RA,{56234392-B233-49C8-8113-82543AA15CBB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34560.599999999998545,139.860000000000014,AK,190803050602,Butte Creek,S,NM,190803050604,0.000000000000000,0.000000000000000,61219.353978099999949,1,61219.353978099999949, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,418.548797561000015,40099.000000000000000,40098.000000000000000,119.000000000000000,106.213200000000001,12.841100000000001,416.360799999999983,103.743679999999998,4.867620000000000,1.407510000000000,0.031900000000000,0.501700000000000,0.079100000000000,1.098400000000000,0.067300000000000,0.034800000000000,0.000000000000000,3.000000000000000,98.7799988,1.003200000000000,111.941000000000003,66.718299999999999,0.000000000000000,1,5050602,101.9100037,60.750000000000000,0.9292000,0.069000000000000,21.472999999999999,1,1,0.310100000000000,0.244000000000000,0.160400000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC40099
678,1,820,1,678,0,687,Side,active, ,M,5396,RA,Active,M,446,97.204458041400002,166.538583727999992, ,42.000000000000000,7.000000000000000,5396,RA,{56234392-B233-49C8-8113-82543AA15CBB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34560.599999999998545,139.860000000000014,AK,190803050602,Butte Creek,S,NM,190803050604,0.000000000000000,0.000000000000000,61219.353978099999949,1,61219.353978099999949, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,420.695212407999975,40099.000000000000000,40098.000000000000000,119.000000000000000,106.213200000000001,12.841100000000001,416.360799999999983,103.743679999999998,4.867620000000000,1.407510000000000,0.031900000000000,0.501700000000000,0.079100000000000,1.098400000000000,0.067300000000000,0.034800000000000,0.000000000000000,3.000000000000000,98.7799988,1.003200000000000,111.941000000000003,66.718299999999999,0.000000000000000,1,5050602,101.9100037,60.750000000000000,0.9292000,0.069000000000000,21.472999999999999,1,1,0.310100000000000,0.244000000000000,0.160400000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC40099
679,1,821,1,679,0,688,Side,active, ,M,5397,RA,Active,M,447,148.150284959000004,250.821534248000006, ,40.000000000000000,7.000000000000000,5397,RA,{56234392-B233-49C8-8113-82543AA15CBB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34560.599999999998545,139.860000000000014,AK,190803050602,Butte Creek,S,NM,190803050604,0.000000000000000,0.000000000000000,61219.353978099999949,1,61219.353978099999949, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,421.671903454000017,40100.000000000000000,40099.000000000000000,119.000000000000000,104.142099999999999,12.733700000000001,419.595100000000002,103.845569999999995,4.765720000000000,1.509410000000000,0.036200000000000,0.502100000000000,0.078700000000000,1.095700000000000,0.067200000000000,0.036200000000000,0.000000000000000,3.000000000000000,94.4899979,1.009200000000000,118.274000000000001,85.822500000000005,0.000000000000000,1,5050602,107.9400024,78.332999999999998,0.9889000,0.073000000000000,25.831000000000000,1,1,0.310400000000000,0.291000000000000,0.104400000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC40100
680,1,822,1,680,0,689,Side,active, ,Y,5398,RA,Active,Y,448,160.803793380999991,478.179685989000006, ,42.000000000000000,16.000000000000000,5398,RA,{56234392-B233-49C8-8113-82543AA15CBB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34560.599999999998545,139.860000000000014,AK,190803050602,Butte Creek,S,NM,190803050604,0.000000000000000,0.000000000000000,61219.353978099999949,1,61219.353978099999949, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,423.486661156000025,40101.000000000000000,40100.000000000000000,119.000000000000000,112.781700000000001,12.663399999999999,423.359199999999987,103.947260000000000,4.664040000000000,1.611090000000000,0.021400000000000,0.502600000000000,0.078000000000000,1.091100000000000,0.067000000000000,0.036200000000000,0.000000000000000,3.000000000000000,99.8600006,1.053500000000000,103.983999999999995,130.748300000000000,0.000000000000000,1,5050602,95.3000031,119.831000000000003,0.7587000,0.055000000000000,11.632000000000000,1,1,0.310600000000000,0.266600000000000,0.253700000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC40101
681,1,823,1,681,0,690,Side,active, ,Y,5399,RA,Active,Y,449,362.122750703999998,3780.846950159999778, ,100.000000000000000,49.000000000000000,5399,RA,{56234392-B233-49C8-8113-82543AA15CBB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34560.599999999998545,139.860000000000014,AK,190803050602,Butte Creek,S,NM,190803050604,0.000000000000000,0.000000000000000,61219.353978099999949,1,61219.353978099999949, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,423.560228510000002,40101.000000000000000,40100.000000000000000,119.000000000000000,112.781700000000001,12.663399999999999,423.359199999999987,103.947260000000000,4.664040000000000,1.611090000000000,0.021400000000000,0.502600000000000,0.078000000000000,1.091100000000000,0.067000000000000,0.036200000000000,0.000000000000000,3.000000000000000,99.8600006,1.053500000000000,103.983999999999995,130.748300000000000,0.000000000000000,1,5050602,95.3000031,119.831000000000003,0.7587000,0.055000000000000,11.632000000000000,1,1,0.310600000000000,0.266600000000000,0.253700000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC40101
682,1,824,1,682,0,691,Side,inactive, ,Y,5400,RA,Inactive,Y,450,197.457597388000011,636.857446403000040, ,71.000000000000000,11.000000000000000,5400,RA,{56234392-B233-49C8-8113-82543AA15CBB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34560.599999999998545,139.860000000000014,AK,190803050602,Butte Creek,S,NM,190803050604,0.000000000000000,0.000000000000000,61219.353978099999949,1,61219.353978099999949, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,424.898373305000007,40101.000000000000000,40100.000000000000000,119.000000000000000,112.781700000000001,12.663399999999999,423.359199999999987,103.947260000000000,4.664040000000000,1.611090000000000,0.021400000000000,0.502600000000000,0.078000000000000,1.091100000000000,0.067000000000000,0.036200000000000,0.000000000000000,3.000000000000000,99.8600006,1.053500000000000,103.983999999999995,130.748300000000000,0.000000000000000,1,5050602,95.3000031,119.831000000000003,0.7587000,0.055000000000000,11.632000000000000,1,1,0.310600000000000,0.266600000000000,0.253700000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC40101
683,1,825,1,683,1,692,Main,active, ,Y,5401,RA,Active,Y,451,423.496030752000024,1277.085540840000021, ,157.000000000000000,23.000000000000000,5401,RA,{56234392-B233-49C8-8113-82543AA15CBB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34560.599999999998545,139.860000000000014,AK,190803050602,Butte Creek,S,NM,190803050604,0.000000000000000,0.000000000000000,61219.353978099999949,1,61219.353978099999949, ,3783.079999999999927,A138,611083, ,3800,9/14/1986 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter digitized using Landsat imagery.,25253,1986,11/10/2021 0:00:00,jljenkins, ,7/29/1986 0:00:00,, ,N,1980 - 1989,1986.000000000000000,1980.000000000000000,38235.104896800003189,408.135600768000018,39876.000000000000000,39875.000000000000000,39.000000000000000,103.639600000000002,11.994400000000001,406.825300000000027,103.558440000000004,5.128670000000000,5.360030000000000,0.021500000000000,0.493500000000000,0.072100000000000,1.049400000000000,0.065600000000000,0.033500000000000,0.000000000000000,3.000000000000000,150.5599976,1.006700000000000,56.798999999999999,32.775199999999998,0.000000000000000,1,5050602,54.1300011,31.233000000000001,0.7490000,0.052000000000000,10.864000000000001,1,1,0.320400000000000,0.151500000000000,0.246300000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC39876
684,1,826,1,684,0,693,Side,active, ,Y,5402,RA,Active,Y,452,226.171187585000013,2286.779695440000069, ,75.000000000000000,42.000000000000000,5402,RA,{56234392-B233-49C8-8113-82543AA15CBB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34560.599999999998545,139.860000000000014,AK,190803050602,Butte Creek,S,NM,190803050604,0.000000000000000,0.000000000000000,61219.353978099999949,1,61219.353978099999949, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,501.141639994999991,39910.000000000000000,39909.000000000000000,39.000000000000000,36.213200000000001,3.303200000000000,501.202299999999980,106.887789999999995,1.799320000000000,8.689380000000000,0.035000000000000,0.506600000000000,0.019000000000000,0.539700000000000,0.044900000000000,0.041800000000000,1.000000000000000,2.000000000000000,122.3799973,1.016200000000000,31.015000000000001,31.523000000000000,0.000000000000000,1,5050602,57.4700012,58.408000000000001,0.7266000,0.018000000000000,6.039000000000000,1,1,0.289700000000000,0.174500000000000,0.000000000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC39910
685,1,827,1,685,0,694,Main,active, ,Y,5404,RA,Active,Y,453,397.981379514000025,2598.591537559999779, ,128.000000000000000,37.000000000000000,5404,RA,{56234392-B233-49C8-8113-82543AA15CBB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34560.599999999998545,139.860000000000014,AK,190803050602,Butte Creek,S,NM,190803050604,0.000000000000000,0.000000000000000,61219.353978099999949,1,61219.353978099999949, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,396.821555242999978,39144.000000000000000,39143.000000000000000,16.000000000000000,107.781700000000001,56.508099999999999,403.421600000000012,105.094690000000000,11.712350000000001,12.220219999999999,0.002600000000000,0.498700000000000,0.381400000000000,2.403400000000000,0.105000000000000,0.058600000000000,0.000000000000000,4.000000000000000,189.9600067,1.142900000000000,57.985999999999997,42.606400000000001,0.000000000000000,1,5050602,24.1299992,17.728000000000002,0.3634000,0.092000000000000,2.337000000000000,1,1,0.334800000000000,0.197200000000000,0.533300000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC39144
686,1,828,1,686,0,695,Main,active, ,Y,5405,RA,Active,Y,454,356.203538513000012,1467.767287890000034, ,149.000000000000000,144.000000000000000,5405,RA,{56234392-B233-49C8-8113-82543AA15CBB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34560.599999999998545,139.860000000000014,AK,190803050602,Butte Creek,S,NM,190803050604,0.000000000000000,0.000000000000000,61219.353978099999949,1,61219.353978099999949, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,408.329569972000002,39155.000000000000000,39154.000000000000000,16.000000000000000,102.071100000000001,53.888399999999997,407.152400000000000,106.192980000000006,10.614060000000000,13.318510000000000,0.007000000000000,0.500900000000000,0.364800000000000,2.350900000000000,0.103600000000000,0.058600000000000,0.000000000000000,4.000000000000000,177.8000031,1.034200000000000,296.192000000000007,165.871700000000004,0.000000000000000,1,5050602,125.9899979,70.557000000000002,0.5907000,0.144000000000000,9.869000000000000,1,1,0.338200000000000,0.035200000000000,0.534000000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC39155
687,1,829,1,687,0,696,Main,active, ,Y,5406,RA,Active,Y,455,335.733424619000004,1522.370064039999988, ,114.000000000000000,18.000000000000000,5406,RA,{56234392-B233-49C8-8113-82543AA15CBB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34560.599999999998545,139.860000000000014,AK,190803050602,Butte Creek,S,NM,190803050604,0.000000000000000,0.000000000000000,61219.353978099999949,1,61219.353978099999949, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,422.114477478000026,39167.000000000000000,39166.000000000000000,16.000000000000000,106.568500000000000,47.866900000000001,421.028900000000021,107.388229999999993,9.418810000000001,14.513760000000000,0.015200000000000,0.504000000000000,0.324400000000000,2.217400000000000,0.100300000000000,0.058600000000000,0.000000000000000,4.000000000000000,298.1199951,1.013400000000000,64.045000000000002,103.659499999999994,0.000000000000000,1,5050602,28.8799992,46.747000000000000,0.8508000,0.189000000000000,28.187000000000001,1,1,0.344500000000000,0.035400000000000,0.477400000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC39167
688,1,830,1,688,0,697,Main,active, ,M,5407,RA,Active,M,456,128.120047908000004,383.099286967000012, ,58.000000000000000,13.000000000000000,5407,RA,{56234392-B233-49C8-8113-82543AA15CBB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34560.599999999998545,139.860000000000014,AK,190803050602,Butte Creek,S,NM,190803050604,0.000000000000000,0.000000000000000,61219.353978099999949,1,61219.353978099999949, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,436.929962110000019,39570.000000000000000,39569.000000000000000,224.000000000000000,104.497500000000002,6.936100000000000,436.594100000000026,108.471339999999998,3.862880000000000,0.209600000000000,0.018800000000000,0.485300000000000,0.039000000000000,0.772400000000000,0.055100000000000,0.058600000000000,0.000000000000000,2.000000000000000,183.0099945,1.068800000000000,5.651000000000000,-9999.000000000000000,0.000000000000000,1,5050602,7.3200002,7.316200000000000,0.6179000,0.026000000000000,4.845000000000000,1,1,0.297600000000000,0.093100000000000,0.214300000000000,0,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC39570
689,1,831,1,689,0,698,Main,active, ,Y,5408,RA,Active,Y,457,148.934735030000013,694.622372795000047, ,54.000000000000000,25.000000000000000,5408,RA,{56234392-B233-49C8-8113-82543AA15CBB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,34560.599999999998545,139.860000000000014,AK,190803050602,Butte Creek,S,NM,190803050604,0.000000000000000,0.000000000000000,61219.353978099999949,1,61219.353978099999949, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,450.411893626999984,39187.000000000000000,39186.000000000000000,16.000000000000000,108.639600000000002,33.420900000000003,449.662800000000004,109.344719999999995,7.462320000000000,16.470250000000000,0.020400000000000,0.514300000000000,0.227400000000000,1.857900000000000,0.090700000000000,0.058600000000000,0.000000000000000,3.000000000000000,187.0899963,1.126400000000000,79.483000000000004,164.807700000000011,0.000000000000000,1,5050602,42.7799988,88.698999999999998,0.9184000,0.155000000000000,30.940000000000001,1,1,0.365000000000000,0.183700000000000,0.373700000000000,UNCONSTRAINED,F:\GIS\SERDP\ARCPRO\SERDP_Riparian_Fire\SERDP_Riparian_Fire.gdb\SALC,SALC39187
