OID_,Join_Count,TARGET_FID,gridcode,rca_id,uRCA,uRCA_int,Join_Count_1,TARGET_FID_1,Join_Cou_1,TARGET_F_1,Dam_Type,Dam_Condit,Notes,Beaver_cre,Dam_Num,Surveyor,Dam_Cond_1,Beaver_C_1,OBJECTID_1,Shape_Leng,Area_m2,Notes_1,Length_m,Width_m,Dam_Num_1,Surveyor_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Le_1,Surveyed,Shape_Le_2,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_3,Z,Shape_Length,Shape_Area
4295,,,4095,4095.000000000000000,4095,4095,0,4295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16758.188738828750502,10619148.585205888375640
4296,,,4096,4096.000000000000000,4096,4096,0,4296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14324.854206634963703,7386931.418823874555528
4297,,,4097,4097.000000000000000,4097,4097,0,4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6757.906026719052534,2058194.457274423679337
4298,,,4098,4098.000000000000000,4098,4098,0,4298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5202.122873525258001,1206358.303416885901242
4299,,,4099,4099.000000000000000,4099,4099,0,4299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8499.076918391341678,2790473.519876895472407
4300,,,4100,4100.000000000000000,4100,4100,0,4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4367.491787558701617,848172.679671968915500
4301,,,4101,4101.000000000000000,4101,4101,0,4301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13770.858072557091873,9351717.339851735159755
4302,,,4102,4102.000000000000000,4102,4102,0,4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6033.499846060922209,2025659.907984557328746
4303,,,4103,4103.000000000000000,4103,4103,0,4303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10882.736005719851164,4762561.043598453514278
4304,,,4104,4104.000000000000000,4104,4104,0,4304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6404.482800075405976,1855475.359509384492412
4305,,,4105,4105.000000000000000,4105,4105,0,4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10921.218230221287740,5487024.602301589213312
4306,,,4106,4106.000000000000000,4106,4106,0,4306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.589449399812565,33563.156357980027678
4307,,,4107,4107.000000000000000,4107,4107,0,4307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3597.996342023413945,426603.470181586453691
4308,,,4107,4107.000000000000000,4107,4107,0,4308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000000003725290,50.000000009313226
4309,1,578,4108,4108.000000000000000,4108,4108,3,4309,1,487,Side,active,Error,N,5152,RA,Active,N,204,251.980007070999989,1745.941958879999902, ,103.000000000000000,30.000000000000000,5152,RA,{36F3B310-3E65-4614-BAEB-8C9DA7C055A8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,24986.169999999998254,101.120000000000005,AK,190803060301,Teuchet Creek,S,NM,190803060304,0.000000000000000,0.000000000000000,50602.919913199999428,1,50602.919913199999428, ,41711.000000000000000,55, , , ,11/1/1958 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Northern edge of the perimeter (northside of the Middle Fork of the Chena) modified using 2002 Landsat image P69 R14.  Unable to verify southern boundary.,27398,1958,10/14/2008 0:00:00,jhrobak,No,9/1/1958 0:00:00,, ,N,1950 - 1959,1958.000000000000000,1950.000000000000000,110860.335640999997850,379.925121061000027,14197.168787304954094,7038324.783887653611600
4310,,,4109,4109.000000000000000,4109,4109,0,4310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18469.448138602583640,10028704.419007109478116
4311,,,4110,4110.000000000000000,4110,4110,0,4311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4138.720386737090848,812558.992853917414322
4312,,,4111,4111.000000000000000,4111,4111,0,4312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12376.154901951740612,7344250.627449415624142
4313,,,4112,4112.000000000000000,4112,4112,0,4313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2803.003208442489267,267414.253519201534800
4314,,,4113,4113.000000000000000,4113,4113,0,4314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4073.701336234699284,622621.597662410931662
4315,,,4114,4114.000000000000000,4114,4114,0,4315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12394.621521043354733,5907287.162754823453724
4316,,,4115,4115.000000000000000,4115,4115,0,4316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8618.771651530356394,3150695.970369162503630
4317,,,4116,4116.000000000000000,4116,4116,0,4317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5635.138032539137384,1672573.360194586683065
4318,1,138,4117,4117.000000000000000,4117,4117,1,4318,0,107,side,active, ,M,131,EB, , ,812,692.668273384000031,5696.000000000000000, ,332.000000000000000,25.000000000000000,131,EB,{4C66F557-F37B-4BD5-820C-653B2E12AE08},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,36483.760000000002037,147.639999999999986,AK,190803090402,190803090402-Washington Creek,S,NM,190803090404,0.000000000000000,0.000000000000000,66175.178969999993569,1,66175.178969999993569, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,174.752117872000014,8848.505022267208915,3072874.935843851417303
4319,,,4118,4118.000000000000000,4118,4118,0,4319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6431.916464745796475,1437973.816748073790222
4320,,,4119,4119.000000000000000,4119,4119,0,4320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12855.000499596739246,6924022.707260362803936
4321,1,231,4120,4120.000000000000000,4120,4120,1,4321,1,197,main,active, ,M,10046,EB, , ,905,425.209611493000011,0.000000000000000, ,185.000000000000000,13.000000000000000,10046,EB,{89BE4B3B-AECE-4B35-806B-198EE947AB62},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,23124.069999999999709,93.579999999999998,AK,190803060303,Ottertail Creek,S,NM,190803060304,0.000000000000000,0.000000000000000,46265.310508299997309,1,46265.310508299997309,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,434.726373946000024,12029.808642925101594,4968271.830386772751808
4322,1,130,4121,4121.000000000000000,4121,4121,1,4322,0,99,main,active, ,M,123,EB, , ,804,195.857673624000000,897.000000000000000, ,89.000000000000000,15.000000000000000,123,EB,{38FF462B-4816-4A65-B8BB-428409AE0754},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,27735.110000000000582,112.239999999999995,AK,190803090404,190803090404-Washington Creek,S,NM,190803090406,0.000000000000000,0.000000000000000,50292.620569200000318,1,50292.620569200000318, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,171.251781620000003,4097.695774951187559,640608.098978162859567
4323,,,4122,4122.000000000000000,4122,4122,0,4323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8986.857532658621494,2511911.047007317654788
4324,,,4123,4123.000000000000000,4123,4123,0,4324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7409.581729354843446,1697712.469744279282168
4325,,,4124,4124.000000000000000,4124,4124,0,4325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13193.081802583503304,6897737.632571506313980
4326,,,4125,4125.000000000000000,4125,4125,0,4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12486.812632247922011,6591347.707961218431592
4327,,,4126,4126.000000000000000,4126,4126,0,4327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20464.768416192320728,17671103.745201688259840
4328,,,4127,4127.000000000000000,4127,4127,0,4328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9815.829996104166639,4591991.630844292230904
4329,,,4128,4128.000000000000000,4128,4128,0,4329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7698.578183448045820,3049949.310150176286697
4330,,,4129,4129.000000000000000,4129,4129,0,4330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9370.542452198735191,4498879.933429297059774
4331,,,4130,4130.000000000000000,4130,4130,0,4331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7696.072659873642806,3094490.799780152272433
4332,,,4131,4131.000000000000000,4131,4131,0,4332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.856554196164602,17.102366981097340
4333,,,4131,4131.000000000000000,4131,4131,0,4333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10909.076516843091667,6030260.683183425106108
4334,,,4132,4132.000000000000000,4132,4132,0,4334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7290.141871460546099,3065076.172296253964305
4335,,,4133,4133.000000000000000,4133,4133,0,4335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8223.485847864940297,3632898.148970337118953
4336,,,4134,4134.000000000000000,4134,4134,0,4336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8431.352939182022965,3760876.120194143150002
4337,,,4135,4135.000000000000000,4135,4135,0,4337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10670.836013578604252,4673176.301108866930008
4338,,,4136,4136.000000000000000,4136,4136,0,4338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6833.304054175470810,1093003.822050364455208
4339,,,4137,4137.000000000000000,4137,4137,0,4339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4818.719914882517514,868128.471581261605024
4340,,,4138,4138.000000000000000,4138,4138,0,4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8784.698994922022393,3914466.272226554807276
4341,,,4139,4139.000000000000000,4139,4139,0,4341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.000000000000000,25.000000000000000
4342,,,4139,4139.000000000000000,4139,4139,0,4342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.753457528105606,16.015500013163500
4343,,,4139,4139.000000000000000,4139,4139,0,4343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12127.386695252687787,7115532.979996409267187
4344,,,4140,4140.000000000000000,4140,4140,0,4344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10696.527067603097748,5329217.641992173157632
4345,,,4141,4141.000000000000000,4141,4141,0,4345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8337.520488066144026,3137309.268467699643224
4346,,,4142,4142.000000000000000,4142,4142,0,4346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9068.878165814969179,3993826.717797408346087
4347,,,4143,4143.000000000000000,4143,4143,0,4347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6527.490962913536350,1149342.273222775664181
4348,,,4144,4144.000000000000000,4144,4144,0,4348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616.385502320570595,381035.332545483717695
4349,,,4145,4145.000000000000000,4145,4145,0,4349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6375.549913952708266,2297451.489748115185648
4350,,,4146,4146.000000000000000,4146,4146,0,4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8215.600845571176251,3774373.518460805527866
4351,,,4147,4147.000000000000000,4147,4147,0,4351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.685775953174243,41937.317934763144876
4352,,,4148,4148.000000000000000,4148,4148,0,4352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11150.950683663582822,5574020.149060527794063
4353,,,4149,4149.000000000000000,4149,4149,0,4353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11879.180341882041830,7765307.915655654855072
4354,,,4150,4150.000000000000000,4150,4150,0,4354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7637.570557402984377,3284391.605795987881720
4355,1,139,4151,4151.000000000000000,4151,4151,3,4355,0,108,side,active, ,M,139,EB, , ,813,665.956973846999972,6019.000000000000000, ,202.000000000000000,119.000000000000000,139,EB,{94F1962D-5F04-4151-AC52-89CF7A40334D},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,20252.959999999999127,81.959999999999994,AK,190803090606,Little Eldorado Creek-Chatanika River,S,NM,190803090608,0.000000000000000,0.000000000000000,41528.746912100003101,1,41528.746912100003101, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,170.263361803000009,11956.691335296463876,4185354.149097644258291
4356,,,4152,4152.000000000000000,4152,4152,0,4356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5170.498901220293192,1146625.870996362064034
4357,,,4153,4153.000000000000000,4153,4153,0,4357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100.470906241487683,10908436.835743319243193
4358,,,4154,4154.000000000000000,4154,4154,0,4358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4650.551133931753611,776712.486210774863139
4359,,,4155,4155.000000000000000,4155,4155,0,4359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.987649648559909,48920.573174800258130
4360,,,4156,4156.000000000000000,4156,4156,0,4360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6452.695160520856916,2247951.279267850331962
4361,1,616,4157,4157.000000000000000,4157,4157,2,4361,0,508,Side,active, ,M,5190,RA,Active,M,242,337.070963010000014,1810.401491079999914, ,125.000000000000000,20.000000000000000,5190,RA,{1D111400-D8CE-4B8E-B02B-9F23B7A6FA56},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,23918.409999999999854,96.790000000000006,AK,190803060408,Angel Creek,M,IT,190803060409,0.000000000000000,0.000000000000000,44903.175671600001806,1,44903.175671600001806, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,336.077037481999980,7278.481878637413502,2648972.073168088681996
4362,,,4158,4158.000000000000000,4158,4158,0,4362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7078.665393847161795,2907125.338447962887585
4363,,,4159,4159.000000000000000,4159,4159,0,4363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.949804349951194,9881.512362458999633
4364,,,4160,4160.000000000000000,4160,4160,0,4364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11702.637148580226494,8709191.366159049794078
4365,,,4161,4161.000000000000000,4161,4161,0,4365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11477.795992184685019,7441156.619295680895448
4366,,,4162,4162.000000000000000,4162,4162,0,4366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3197.621184278933924,548990.007607920793816
4367,,,4163,4163.000000000000000,4163,4163,0,4367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12851.705900262570140,7912714.063927363604307
4368,,,4164,4164.000000000000000,4164,4164,0,4368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7552.343063479069315,2626449.685108739417046
4369,,,4165,4165.000000000000000,4165,4165,0,4369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7866.544355996950799,3005902.146899634040892
4370,,,4166,4166.000000000000000,4166,4166,0,4370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7672.333487171863453,3261645.933646857738495
4371,,,4167,4167.000000000000000,4167,4167,0,4371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10982.994123550468430,7145024.405700701288879
4372,,,4168,4168.000000000000000,4168,4168,0,4372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12654.184951488639854,8520872.755328597500920
4373,,,4169,4169.000000000000000,4169,4169,0,4373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5846.530118734214739,1265346.929419699823484
4374,1,564,4170,4170.000000000000000,4170,4170,2,4374,1,474,Off,active, ,M,5139,RA,Active,M,190,139.068062961000010,825.843473258000017, ,62.000000000000000,15.000000000000000,5139,RA,{859B93FB-D14C-45B0-9826-AD32D79F1CFC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,18280.080000000001746,73.980000000000004,AK,190803060409,190803060409-Chena River,S,IT,190803060602,0.000000000000000,0.000000000000000,47396.902919200001634,1,47396.902919200001634,182,22272.029999999998836,A182,211182, , ,11/24/2004 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,408,2002,11/24/2004 0:00:00,gschmunk, ,7/15/2002 0:00:00,, ,N,2000 - 2009,2002.000000000000000,2000.000000000000000,82717.844001899997238,305.313852365000002,2913.794138978605133,369597.894797631888650
4375,,,4171,4171.000000000000000,4171,4171,0,4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9874.404904814598922,4636727.382545631378889
4376,,,4172,4172.000000000000000,4172,4172,0,4376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4522.552534431272761,708874.219022235600278
4377,,,4173,4173.000000000000000,4173,4173,0,4377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7338.327752576039529,3001265.850151191931218
4378,,,4174,4174.000000000000000,4174,4174,0,4378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8802.317674260704734,4154810.603925148025155
4379,,,4175,4175.000000000000000,4175,4175,0,4379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10404.546477574112942,5766193.704597310163081
4380,,,4176,4176.000000000000000,4176,4176,0,4380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5015.643887898763751,855977.882952986517921
4381,,,4177,4177.000000000000000,4177,4177,0,4381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7956.894874833143149,2663567.748745797201991
4382,,,4178,4178.000000000000000,4178,4178,0,4382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12208.921641333901789,7548326.930300625041127
4383,,,4179,4179.000000000000000,4179,4179,0,4383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000000001862645,50.000000009313226
4384,,,4179,4179.000000000000000,4179,4179,0,4384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7948.837542222822776,3040567.283880023285747
4385,,,4180,4180.000000000000000,4180,4180,0,4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7061.927654882979368,2438777.196727729868144
4386,,,4181,4181.000000000000000,4181,4181,0,4386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7341.927499570538203,2941205.810641981195658
4387,,,4182,4182.000000000000000,4182,4182,0,4387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10294.545217891763969,5480270.864658712409437
4388,,,4183,4183.000000000000000,4183,4183,0,4388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6876.999715494245720,2130172.207894770894200
4389,,,4184,4184.000000000000000,4184,4184,0,4389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14799.832414305796192,9767469.699337404221296
4390,,,4185,4185.000000000000000,4185,4185,0,4390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.856554204009367,17.102366995631094
4391,,,4185,4185.000000000000000,4185,4185,0,4391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9692.538157000593856,3088137.644232946913689
4392,,,4186,4186.000000000000000,4186,4186,0,4392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5135.935612150516135,1277399.105150414165109
4393,,,4187,4187.000000000000000,4187,4187,0,4393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7009.935989108267677,2502428.336768281180412
4394,,,4188,4188.000000000000000,4188,4188,0,4394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11563.211723743472248,6226839.414141931571066
4395,,,4189,4189.000000000000000,4189,4189,0,4395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.040093548445384,2212.637963615648459
4396,,,4189,4189.000000000000000,4189,4189,0,4396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4741.625021171419576,859682.554834132781252
