"","uRCA","LENGTH_M_sum","AREA_SQKM_mean","OUT_DIST_min","GRADIENT_mean","MNANPRC_M_mean","MEANANNCMS_mean","WIDTH_M_mean","DEPTH_M_mean","MAX_GRAD_D_max","LAKE_max","STRM_ORDER_max","AZIMTH_DEG_mean","SINUOSITY_mean","VAL_WIDTH_mean","FP_WIDTH_mean","DROPMAX_max","Fish_min","Basin_ID_min","VWI_Floor_mean","ValCnstrnt_mean","FlowVel_mean","BFQ_mean","StrmPow_mean","BeavHab_min","FISH_RESID_min","GEP_Cum_mean","GEP_mean","IP_CHIN2_mean","ELEV_M_mean","Shape_Area.x","Area_km2_RCA","Shape_Area.y","Area_km2_VB"
"4485",4299,1793.883,3.109,212.39,0.071,0.522,0.018,0.528,0.044,0.234,0,2,100.085,1.022,53.327,30.165,21.595,0,5060303,100.404,56.317,0.641,0.015,390.794,0,0,0.415,0.34,0.103,572.784,4428507.89005786,4.42850789005786,194071.727319027,0.194071727319027
"4486",4300,1393.234,15.286,212.39,0.022,0.573,0.114,1.318,0.075,0.169,0,2,140.113,1.04,138.551,77.366,10.004,1,5060303,105.084,58.747,0.414,0.041,275.33,0,1,0.374,0.268,0.294,543.529,1758558.42030361,1.75855842030361,171084.247345042,0.171084247345042
"4487",4301,2490.721,5.621,114.881,0.021,0.382,0.023,0.576,0.046,0.053,0,2,65.82,1.032,14.09,20,2.24,1,5090402,26.319,40.79,0.549,0.015,2.903,0,1,0.141,0.124,0.161,287.874,7939785.04588126,7.93978504588126,281936.075108351,0.281936075108351
"4488",4302,1930.391,5.709,114.884,0.019,0.392,0.023,0.584,0.046,0.04,0,2,278.186,1.036,28.955,45.4,2.24,1,5090402,63.656,369.472,0.54,0.015,2.978,1,1,0.109,0.125,0.174,285.147,8040766.15294239,8.04076615294239,289673.149596521,0.289673149596521
"4489",4303,4184.934,6.576,184.855,0.045,0.42,0.03,0.668,0.05,0.192,0,2,302.679,1.015,80.525,42.594,16.23,1,5060409,128.358,65.676,0.697,0.024,275.184,0,1,0.25,0.215,0.144,372.016,11270425.7565271,11.2704257565271,563627.670054871,0.563627670054871
"4490",4304,5567.422,316.596,184.809,0.002,0.489,2.32,5.902,0.175,0.098,0,5,235.226,1.068,295.418,225.706,2.7,1,5060403,50.05,38.216,0.247,0.255,61.508,1,1,0.283,0.084,0.892,313.295,7825880.08094707,7.82588008094707,1267417.73978685,1.26741773978685
"4491",4305,451.421,2.336,169.852,0.039,0.391,0.009,0.373,0.036,0.053,0,1,92.927,1.037,98.617,17.961,1.5,1,5090608,265.27,47.651,0.643,0.009,3.467,0,1,0.149,0.164,0.077,228.713,3244058.74237068,3.24405874237068,51711.2077893596,0.05171120778936
"4492",4306,724.975,2.63,169.852,0.037,0.4,0.01,0.401,0.038,0.046,0,1,212.163,1.033,12.752,37.628,1.5,1,5090608,32.534,94.382,0.656,0.01,3.738,0,1,0.15,0.145,0.065,234.471,3417977.53972617,3.41797753972617,99084.7858686075,0.099084785868608
"4493",4307,3616.259,165.429,110.132,0.002,0.421,0.951,3.786,0.136,0.028,0,4,234.935,1.347,27.063,22.08,2.24,1,5090402,7.147,5.831,0.347,0.178,5.116,1,1,0.143,0.148,0.693,247.142,2623879.4025031,2.6238794025031,631840.366371407,0.631840366371407
"4494",4308,7018.081,19.636,110.094,0.015,0.407,0.093,1.19,0.07,0.034,0,3,142.777,1.039,33.439,26.439,2.24,1,5090402,28.357,22.695,0.631,0.052,8.735,1,1,0.201,0.13,0.297,288.042,10154548.2960859,10.1545482960859,1249698.78887998,1.24969878887998
"4495",4309,1156.985,9.763,138.383,0.052,0.588,0.071,1.038,0.065,0.191,0,2,253.773,1.012,63.904,33.572,14.745,1,5060701,61.427,32.339,0.874,0.059,537.475,0,1,0.405,0.352,0.165,513.882,1183334.60316813,1.18333460316813,124298.371849876,0.124298371849876
"4496",4310,1462.843,3.193,138.395,0.112,0.619,0.024,0.599,0.048,0.246,0,1,266.162,1.006,39.157,24.135,22.247,0,5060701,66.608,40.022,0.872,0.025,759.702,0,0,0.41,0.356,0.058,560.401,4589358.15651146,4.58935815651146,179782.653723668,0.179782653723668
"4497",4311,1869.178,3.484,83.852,0.062,0.392,0.014,0.457,0.041,0.101,0,2,276.195,1.018,13.834,23.962,2.24,1,5090403,28.771,55.538,0.845,0.016,9.607,0,1,0.246,0.21,0.055,259.406,5414756.95947702,5.41475695947702,144527.004480038,0.144527004480038
"4498",4312,2210.721,68.348,83.83,0.007,0.396,0.341,2.272,0.102,0.031,0,3,206.464,1.171,45.332,55.567,2.24,1,5090403,19.955,24.465,0.531,0.123,11.378,1,1,0.186,0.145,0.504,215.433,1228386.24841782,1.22838624841782,286481.334069432,0.286481334069432
"4499",4313,445.772,2.115,250.913,0.079,0.476,0.011,0.407,0.038,0.153,0,1,68.145,1.009,19.824,-9999,9.77,1,5060104,48.928,13.453,0.756,0.012,317.233,0,1,0.278,0.296,0.049,600.048,1383799.60086805,1.38379960086805,62662.5811359689,0.062662581135969
"4500",4314,834.203,14.112,250.951,0.024,0.496,0.086,1.147,0.069,0.153,0,3,307.585,1.01,47.867,28.062,9.77,1,5060104,41.709,24.509,0.824,0.065,212.019,1,1,0.287,0.304,0.235,598.415,867515.307282738,0.867515307282738,106798.306036102,0.106798306036102
"4501",4315,4085.081,6.05,118.848,0.038,0.457,0.031,0.673,0.051,0.131,0,2,103.649,1.011,70.045,34.659,6.27,1,5060704,106.427,52.577,0.722,0.026,250.08,0,1,0.243,0.255,0.124,370.574,10704265.3148648,10.7042653148648,481954.970494065,0.481954970494065
"4502",4316,1313.614,2.963,118.814,0.041,0.44,0.014,0.457,0.041,0.131,0,1,190.729,1.017,57.426,34.91,6.27,1,5060704,127.196,75.914,0.568,0.011,183.977,0,1,0.231,0.163,0.108,327.142,4758750.05111749,4.75875005111749,155159.772883617,0.155159772883617
"4503",4317,2344.924,2.999,225.418,0.03,0.411,0.012,0.434,0.04,0.146,0,1,292.899,1.019,154.548,59.66,16.021,1,5060105,356.629,135.392,0.337,0.006,117.912,0,1,0.242,0.124,0.118,435.522,3787470.42693773,3.78747042693773,561458.071347567,0.561458071347567
"4504",4318,204.35,474.709,225.426,0,0.513,3.796,7.541,0.201,0.059,0,4,210.495,1.036,598.643,389.142,2.7,1,5060105,79.33,51.608,0.112,0.17,1.207,1,1,0.315,0.114,0.893,408.309,28880.8647268493,0.028880864726849,26147.1295853319,0.026147129585332
"4505",4319,248.64,6.625,212.489,0.015,0.479,0.037,0.752,0.054,0.156,0,2,259.75,1.017,74.218,-9999,2.7,1,5060303,98.69,42.412,0.533,0.022,67.023,1,1,0.242,0.046,0.226,517.472,35617.0810217192,0.035617081021719,32487.6224906296,0.03248762249063
"4506",4320,3501.873,10.068,212.487,0.019,0.535,0.066,1.006,0.064,0.156,0,2,168.706,1.017,128.151,64.708,2.7,1,5060303,128.798,64.705,0.501,0.032,174.839,0,1,0.303,0.142,0.247,542.467,5103465.1437522,5.1034651437522,469463.688683053,0.469463688683053
"4507",4321,3918.036,19.746,217.358,0.018,0.477,0.117,1.332,0.075,0.034,0,2,291.966,1.026,17.764,27.731,0,1,5050201,13.23,21.031,0.735,0.073,13.273,1,1,0.23,0.229,0.311,738.922,5860379.90101041,5.86037990101041,500027.899742342,0.500027899742342
"4508",4322,322.99,99.695,217.318,0.012,0.504,0.64,3.097,0.121,0.034,0,4,209.26,1.038,4.814,27.111,0,1,5050201,1.553,9.132,0.84,0.311,40.065,1,1,0.215,0.079,0.564,708.155,113332.055568079,0.113332055568079,56614.3535781055,0.056614353578106
"4509",4323,1192.756,2.826,212.731,0.023,0.468,0.014,0.464,0.041,0.156,0,1,279.112,1.035,94.236,52.58,16.865,1,5060303,205.318,112.054,0.279,0.005,101.644,0,1,0.243,0.187,0.154,522.673,3131128.85953975,3.13112885953975,137412.679488096,0.137412679488096
"4510",4324,1827.67,3.019,212.731,0.018,0.496,0.016,0.502,0.043,0.156,0,1,206.213,1.047,113.63,-9999,2.7,1,5060303,222.752,67.015,0.284,0.006,75.861,0,1,0.256,0.169,0.163,532.362,3518820.32933998,3.51882032933998,219706.666240148,0.219706666240148
"4511",4325,2615.132,464.846,225.624,0.003,0.514,3.739,7.484,0.2,0.061,0,4,244.636,1.048,351.564,347.874,2.7,1,5060105,46.975,46.475,0.273,0.408,245.545,0,1,0.316,0.173,0.871,409.483,2101933.92438228,2.10193392438228,696271.01976827,0.69627101976827
"4512",4326,1009.325,8.826,225.581,0.035,0.448,0.045,0.833,0.058,0.104,0,3,141.059,1.012,87.323,44.408,2.7,1,5060105,105.603,53.657,0.698,0.034,290.334,0,1,0.281,0.213,0.175,434.428,668806.175892187,0.668806175892187,125034.710291074,0.125034710291074
"4513",4327,1491.751,4.044,211.841,0.067,0.53,0.024,0.599,0.048,0.134,0,2,74.677,1.013,12.768,16.477,2.654,1,5050203,20.142,28.288,0.886,0.026,15.402,0,1,0.304,0.27,0.065,761.269,5613135.79961529,5.61313579961529,176273.248201813,0.176273248201813
"4514",4328,1350.893,4.767,211.839,0.044,0.522,0.028,0.651,0.05,0.071,0,2,201.632,1.012,22.565,18.751,0,1,5050203,34.834,29.54,0.862,0.028,11.684,0,1,0.299,0.272,0.091,747.932,4665605.30707038,4.66560530707038,175100.366369397,0.175100366369397
"4515",4329,2174.802,48.238,217.623,0.017,0.524,0.344,2.284,0.102,0.034,0,4,156.366,1.022,7.983,55.445,0,1,5050201,3.492,24.225,0.885,0.206,37.41,1,1,0.257,0.133,0.431,725.702,1668906.71131842,1.66890671131842,302023.374496468,0.302023374496468
"4516",4330,4062.533,41.794,217.596,0.013,0.48,0.262,1.994,0.094,0.037,0,3,234.26,1.064,25.453,30.037,0,1,5050201,12.772,15.048,0.708,0.134,19.395,1,1,0.168,0.161,0.437,732.983,3117683.02944308,3.11768302944308,471551.338339663,0.471551338339663
"4517",4331,1141.899,2.421,197.566,0.079,0.479,0.012,0.438,0.04,0.15,0,1,331.762,1.017,59.239,32.169,3.627,1,5060402,134.831,72.78,0.684,0.012,332.864,0,1,0.367,0.209,0.066,466.793,2780126.85808567,2.78012685808567,130485.616212043,0.130485616212043
"4518",4332,441.629,54.139,197.61,0.047,0.544,0.409,2.489,0.107,0.099,0,3,250.743,1.034,158.934,70.823,2.7,1,5060402,63.848,28.453,1.195,0.319,1211.921,0,1,0.349,0.136,0.349,434.352,164752.268620312,0.164752268620312,76002.8961001616,0.076002896100162
"4519",4333,1848.381,4.539,213.685,0.069,0.568,0.031,0.682,0.051,0.22,0,2,103.956,1.018,53.192,28.803,21.44,0,5060303,78.829,42.548,0.669,0.024,523.717,0,0,0.409,0.381,0.13,602.569,5564093.6957232,5.5640936957232,205067.758419581,0.205067758419581
"4520",4334,4022.117,6.158,213.684,0.071,0.604,0.046,0.821,0.057,0.216,0,1,156.259,1.018,51.694,27.102,19.836,0,5060303,62.439,32.825,0.788,0.037,591.156,0,0,0.365,0.352,0.145,657.389,10748537.8093327,10.7485378093327,464876.90042382,0.46487690042382
"4521",4334,4022.117,6.158,213.684,0.071,0.604,0.046,0.821,0.057,0.216,0,1,156.259,1.018,51.694,27.102,19.836,0,5060303,62.439,32.825,0.788,0.037,591.156,0,0,0.365,0.352,0.145,657.389,17.1035153704567,0.00001710351537,464876.90042382,0.46487690042382
"4522",4335,422.99,147.283,113.363,0.003,0.426,0.85,3.58,0.132,0.028,0,4,180.672,1.304,23.228,39.935,2.24,1,5090401,6.485,11.146,0.436,0.206,14.339,1,1,0.145,0.116,0.659,250.966,62694.8718963754,0.062694871896375,62694.8718963477,0.062694871896348
"4523",4336,1632.168,16.214,113.361,0.014,0.385,0.071,1.041,0.065,0.04,0,3,302.559,1.071,14.999,22.099,2.24,1,5090402,14.364,21.186,0.579,0.039,6.366,1,1,0.125,0.129,0.278,259.124,1138486.14580915,1.13848614580915,258426.771563441,0.258426771563441
"4524",4337,974.558,2.283,196.71,0.065,0.453,0.011,0.409,0.038,0.152,0,2,275.032,1.021,55.944,31.86,10.165,1,5060402,135.7,76.883,0.587,0.009,249.244,0,1,0.313,0.222,0.079,434.359,2189419.7195357,2.1894197195357,103781.765175768,0.103781765175768
"4525",4338,971.335,57.724,196.711,0.013,0.539,0.432,2.557,0.109,0.099,0,3,275.37,1.041,200.186,125.147,2.7,1,5060402,78.256,48.888,0.65,0.18,271.506,1,1,0.347,0.099,0.462,416.722,530683.567383983,0.530683567383983,127277.163878908,0.127277163878908
"4526",4339,356.629,50.485,198.003,0.022,0.546,0.373,2.376,0.104,0.099,0,3,240.298,1.036,206.765,78.422,2.7,1,5060402,87.005,32.992,0.862,0.215,533.404,0,1,0.357,0.144,0.348,448.6,68971.4540232548,0.068971454023255,37790.1848252625,0.037790184825263
"4527",4340,2140.036,3.828,198.025,0.118,0.529,0.023,0.593,0.047,0.21,0,1,175.197,1.009,45.97,22.815,18.293,0,5060402,79.115,38.937,0.883,0.025,761.181,0,0,0.231,0.27,0.059,551.398,6479723.44513306,6.47972344513306,274724.558941588,0.274724558941588
"4528",4341,4704.432,6.076,126.008,0.055,0.548,0.039,0.765,0.055,0.179,0,2,305.04,1.024,87.477,42.749,14.306,1,5060706,111.45,54.481,0.752,0.032,401.072,0,1,0.389,0.25,0.142,408.465,10533757.9397137,10.5337579397137,551485.349873734,0.551485349873734
"4529",4342,339.706,178.307,125.97,0.015,0.525,1.373,4.546,0.151,0.15,0,5,225.537,1.087,282.636,-9999,9.479,1,5060706,62.253,110.749,0.772,0.526,736.943,0,1,0.285,0.049,0.618,305.882,1296088.91522359,1.29608891522359,165962.182254384,0.165962182254384
"4530",4343,1031.543,3.333,189.078,0.063,0.413,0.014,0.467,0.041,0.089,0,2,106.652,1.033,7.195,15.312,1.5,1,5090604,15.519,32.893,0.817,0.016,9.824,0,1,0.236,0.246,0.065,213.638,3844761.82007591,3.84476182007591,134709.295892563,0.134709295892563
"4531",4344,6090.888,1239.462,189.096,0.002,0.484,9.793,12.084,0.263,0.044,0,5,215.871,1.316,117.756,159.603,1.818,1,5090604,9.745,13.207,0.523,1.661,86.659,0,1,0.233,0.09,0.88,193.229,5041076.29803378,5.04107629803378,2454381.69908817,2.45438169908817
"4532",4345,1404.117,2.301,195.614,0.072,0.434,0.01,0.4,0.038,0.211,0,1,169.565,1.022,53.624,35.014,18.787,0,5060402,134.075,87.068,0.569,0.009,300.099,0,0,0.292,0.2,0.076,442.293,3960920.94390282,3.96092094390282,117442.418800278,0.117442418800278
"4533",4346,1201.188,62.715,195.604,0.017,0.533,0.463,2.646,0.111,0.099,0,3,275.571,1.074,123.457,73.887,2.7,1,5060402,46.68,27.931,0.726,0.212,448.395,0,1,0.343,0.207,0.438,398.733,1699750.59775738,1.69975059775738,146344.659126455,0.146344659126455
"4534",4347,2106.579,3.374,207.297,0.052,0.496,0.018,0.527,0.044,0.069,0,2,326.099,1.022,39.225,20.097,1.818,1,5090604,75.949,38.94,0.869,0.02,10.277,0,1,0.228,0.264,0.062,432.954,5753477.38413483,5.75347738413483,230793.142190468,0.230793142190468
"4535",4348,721.629,2.465,207.299,0.072,0.492,0.013,0.449,0.041,0.085,0,1,262.271,1.039,19.813,40.876,1.818,1,5090604,44.307,90.971,0.908,0.016,11.611,0,1,0.272,0.261,0.053,407.627,2759299.78372075,2.75929978372075,62785.6683078314,0.062785668307831
"4536",4349,1683.65,2.909,198.293,0.063,0.488,0.016,0.488,0.042,0.181,0,2,314.613,1.013,51.731,28.804,12.901,1,5060402,106.876,58.545,0.599,0.013,311.158,0,1,0.327,0.271,0.107,498.638,3799272.62591879,3.79927262591879,201527.577193161,0.201527577193161
"4537",4350,2886.492,43.868,198.329,0.011,0.554,0.335,2.254,0.101,0.099,0,3,236.407,1.042,118.835,70.332,3.476,1,5060402,52.862,31.252,0.455,0.103,253.911,0,1,0.366,0.299,0.442,463.857,3880504.55988417,3.88050455988417,346756.36368561,0.34675636368561
"4538",4351,3247.558,6.121,193.388,0.032,0.402,0.027,0.624,0.049,0.218,0,3,107.648,1.022,143.845,70.35,18.334,0,5060402,255.767,116.544,0.545,0.018,202.258,0,0,0.233,0.162,0.148,408.946,8860644.60244066,8.86064460244067,393523.472475129,0.393523472475129
"4539",4352,2351.873,67.511,193.39,0.014,0.525,0.494,2.733,0.113,0.099,0,3,260.063,1.032,165.578,93.78,2.7,1,5060402,60.501,34.329,0.692,0.214,330.067,0,1,0.338,0.209,0.483,384.619,2555351.56658796,2.55535156658796,317200.061623704,0.317200061623704
"4540",4353,537.695,2.017,126.244,0.044,0.458,0.01,0.388,0.037,0.15,0,1,320.42,1.004,61.805,39.694,9.479,1,5060706,159.372,102.314,0.703,0.01,167.321,0,1,0.23,0.062,0.059,318.211,636426.334157533,0.636426334157533,89500.3596129762,0.089500359612976
"4541",4354,550.416,173.345,126.27,0.009,0.526,1.352,4.511,0.15,0.15,0,5,242.344,1.085,188.992,-9999,9.479,1,5060706,41.898,62.973,0.507,0.343,438.563,0,1,0.285,0.068,0.682,313.911,98962.8603653694,0.098962860365369,64215.6609711573,0.064215660971157
"4542",4355,6316.183,121.949,113.766,0.003,0.43,0.707,3.267,0.125,0.028,0,4,212.891,1.274,26.072,26.821,2.24,1,5090401,7.978,8.222,0.394,0.161,8.06,1,1,0.144,0.108,0.632,258.413,6443699.88441135,6.44369988441135,1355645.28846701,1.35564528846701
"4543",4356,5493.132,19.131,113.757,0.012,0.416,0.094,1.194,0.071,0.048,0,3,160.827,1.053,15.953,21.003,4.955,1,5090401,13.493,17.541,0.543,0.046,6.637,0,1,0.169,0.112,0.309,278.057,7299931.6939483,7.2999316939483,1076272.0175876,1.0762720175876
"4544",4357,853.406,163.405,126.774,0,0.528,1.266,4.367,0.147,0.15,0,5,255.446,1.069,311.421,-9999,9.479,1,5060706,71.331,116.967,0.103,0.066,0.741,1,1,0.286,0.059,0.767,314.741,204094.500284194,0.204094500284194,156783.919645913,0.156783919645913
"4545",4358,4660.695,6.738,126.791,0.041,0.529,0.042,0.78,0.055,0.15,0,2,166.215,1.011,75.847,41.604,9.479,1,5060706,98.781,53.885,0.694,0.031,274.614,0,1,0.259,0.273,0.16,387.449,11924299.9952078,11.9242999952078,536899.193096575,0.536899193096575
"4546",4359,2276.579,4.116,226.53,0.032,0.456,0.02,0.555,0.046,0.186,0,2,110.959,1.024,85.053,41.94,12.164,1,5060105,153.578,75.329,0.441,0.011,174.098,0,1,0.297,0.253,0.139,480.468,6819182.36630686,6.81918236630686,241466.246693698,0.241466246693698
"4547",4360,481.421,3.057,226.533,0.038,0.452,0.015,0.474,0.042,0.104,0,2,166.192,1.038,86.374,52.45,2.7,1,5060105,182.158,109.991,0.515,0.01,154.462,0,1,0.274,0.165,0.115,453.716,2376311.17793894,2.37631117793894,57015.2470399694,0.057015247039969
"4548",4361,113.64,2.009,119.053,0.064,0.413,0.008,0.36,0.036,0.131,0,1,38.23,1.042,34.886,27.731,6.27,1,5060702,96.77,76.978,0.829,0.011,269.269,0,1,0.291,0.24,0.046,258.889,1118135.3942751,1.1181353942751,7807.77457825597,0.007807774578256
"4549",4362,1955.721,102.684,119.062,0.009,0.486,0.695,3.239,0.124,0.131,0,4,166.913,1.082,172.653,105.395,6.27,1,5060702,53.338,32.563,0.503,0.203,244.611,0,1,0.236,0.247,0.57,267.761,4294163.21297853,4.29416321297853,322882.174772095,0.322882174772095
"4550",4363,1069.767,2.807,249.734,0.054,0.477,0.014,0.469,0.041,0.153,0,1,74.152,1.003,26.376,-9999,9.77,1,5060104,57.956,15.091,0.782,0.015,266.741,0,1,0.263,0.275,0.073,592.581,3477042.02065745,3.47704202065745,126690.990584605,0.126690990584605
"4551",4364,1315.33,17.857,249.742,0.013,0.492,0.109,1.29,0.074,0.153,0,3,260.562,1.015,45.487,25.732,9.77,1,5060104,35.314,20.001,0.523,0.049,115.846,1,1,0.287,0.315,0.308,575.992,1446161.94841554,1.44616194841554,153820.959618606,0.153820959618606
"4552",4365,7727.407,9.757,228.253,0.033,0.464,0.052,0.874,0.059,0.129,0,2,287.758,1.007,56.523,30.551,2.7,1,5060105,62.322,33.523,0.727,0.035,250.005,0,1,0.326,0.275,0.16,510.839,16475624.2290839,16.4756242290839,1012099.1093529,1.0120991093529
"4553",4366,1998.944,439.906,228.219,0.001,0.518,3.559,7.302,0.197,0.061,0,4,234.881,1.023,367.465,273.911,2.7,1,5060105,50.315,37.51,0.17,0.245,28.838,1,1,0.317,0.097,0.893,419.321,1284258.4568614,1.2842584568614,446239.906013649,0.446239906013649
"4554",4367,1491.518,3.168,85.737,0.045,0.397,0.013,0.444,0.04,0.076,0,2,127.046,1.025,7.485,46.364,2.24,1,5090403,16.66,103.717,0.737,0.013,6.034,0,1,0.205,0.096,0.077,246.17,8960559.9191566,8.9605599191566,238227.156721477,0.238227156721477
"4555",4368,1864.447,61.951,85.727,0.009,0.398,0.308,2.159,0.099,0.036,0,3,219.689,1.103,46.999,35.098,2.863,1,5090403,21.677,16.243,0.547,0.117,16.85,1,1,0.188,0.111,0.458,229.375,1818006.80898619,1.81800680898619,269866.597020443,0.269866597020443
"4556",4369,103.64,454.808,228.121,0,0.515,3.669,7.414,0.199,0.061,0,4,293.06,1.027,492.853,252.095,2.7,1,5060105,66.48,34.003,0.111,0.164,1.186,1,1,0.317,0.007,0.893,412.845,21570.7938224797,0.02157079382248,21570.7938224326,0.021570793822433
"4557",4370,4020.021,6.197,228.076,0.023,0.468,0.033,0.702,0.052,0.14,0,2,173.368,1.028,95.184,52.461,2.7,1,5060105,135.494,73.912,0.405,0.014,136.8,0,1,0.295,0.211,0.182,452.238,9252176.48333338,9.25217648333338,656821.013735243,0.656821013735243
"4558",4371,2470.634,2.897,127.549,0.07,0.508,0.016,0.499,0.043,0.16,0,1,300.142,1.012,75.263,44.21,16.415,1,5060706,152.779,87.845,0.712,0.016,340.844,0,1,0.341,0.17,0.082,396.317,6371788.10504758,6.37178810504758,356761.257404655,0.356761257404655
"4559",4372,3011.762,155.892,127.57,0.009,0.531,1.222,4.29,0.146,0.15,0,5,247.949,1.038,233.338,-9999,9.479,1,5060701,54.4,77,0.704,0.44,286.867,0,1,0.287,0.145,0.718,327.231,3848456.75415788,3.84845675415788,526204.237618574,0.526204237618574
"4560",4373,2470.574,44.182,210.197,0.017,0.577,0.357,2.327,0.103,0.043,0,3,230.791,1.048,16.014,45.379,2.419,1,5050104,6.871,19.419,0.825,0.196,43.316,0,1,0.333,0.245,0.414,690.697,2978694.82900643,2.97869482900643,295939.175434078,0.295939175434078
"4561",4374,741.898,427.269,210.165,0.009,0.574,3.933,7.674,0.203,0.029,0,5,134.967,1.023,102.58,214.135,2.419,1,5050108,13.354,27.908,1.071,1.669,157.8,1,1,0.296,0.069,0.919,680.943,425601.291351633,0.425601291351633,89762.7895143978,0.089762789514398
"4562",4375,1518.883,3.119,227.275,0.038,0.46,0.015,0.483,0.042,0.055,0,3,49.31,1.031,8.07,23.593,2.105,1,5090602,16.564,50.098,0.717,0.015,5.634,0,1,0.24,0.227,0.071,432.131,4469744.04165264,4.46974404165265,167739.924510133,0.167739924510133
"4563",4376,3260.66,5.573,227.272,0.043,0.487,0.031,0.672,0.051,0.087,0,2,82.345,1.021,25.83,41.724,2.105,1,5090602,44.752,63.864,0.802,0.028,10.776,0,1,0.218,0.221,0.106,457.445,9561568.39715252,9.56156839715252,366099.56432998,0.36609956432998
"4564",4377,1686.751,3.372,202.425,0.05,0.426,0.015,0.476,0.042,0.077,0,2,241.439,1.027,8.849,21.492,1.818,1,5090604,18.662,45.25,0.811,0.016,7.684,0,1,0.211,0.187,0.063,277.011,5877182.1132926,5.8771821132926,178762.731306186,0.178762731306186
"4565",4378,5724.97,6.999,202.424,0.035,0.464,0.037,0.73,0.053,0.076,0,2,309.456,1.026,27.297,28.746,1.818,1,5090604,39.38,39.9,0.801,0.032,10.493,0,1,0.245,0.223,0.125,324.534,11747098.3164832,11.7470983164832,684662.627843288,0.684662627843288
"4566",4379,1327.168,10.244,216.004,0.034,0.54,0.067,1.013,0.064,0.045,0,2,142.288,1.013,11.595,19.982,0,1,5050203,11.447,19.749,0.931,0.061,20.655,0,1,0.254,0.259,0.132,779.791,1348666.16711275,1.34866616711275,172378.790585076,0.172378790585076
"4567",4380,549.766,2.778,216.042,0.059,0.505,0.016,0.488,0.042,0.062,0,1,238.728,1.022,10.735,19.277,0,1,5050203,22.096,39.446,0.905,0.019,10.859,0,1,0.224,0.216,0.058,773.439,2294718.31013327,2.29471831013327,62005.1933360474,0.062005193336047
"4568",4381,3334.127,33.34,221.192,0.011,0.482,0.207,1.771,0.088,0.037,0,3,262.787,1.047,41.882,19.444,0,1,5050201,23.523,11.007,0.621,0.097,11.523,1,1,0.168,0.163,0.421,771.603,5314282.57298378,5.31428257298378,378351.749861735,0.378351749861735
"4569",4382,1168.467,2.818,221.238,0.064,0.483,0.015,0.473,0.042,0.077,0,1,157.15,1.014,12.246,23.216,0,1,5050201,25.049,48.464,0.927,0.018,11.662,0,1,0.161,0.159,0.056,788.799,3365461.19298286,3.36546119298286,150419.258892639,0.150419258892639
"4570",4383,12186.143,15.9,210.881,0.046,0.64,0.137,1.379,0.075,0.087,0,4,77.485,1.022,13.83,31.682,2.419,1,5050108,10.229,31.221,1.19,0.138,62.488,0,1,0.476,0.304,0.126,932.843,28104882.6560407,28.1048826560407,1276684.54591834,1.27668454591834
"4571",4384,636.63,399.171,210.869,0.008,0.572,3.639,7.384,0.198,0.029,0,5,99.437,1.066,76.237,93.568,2.419,1,5050108,10.323,12.666,1.007,1.476,125.629,1,1,0.288,0.134,0.923,686.133,148524.469658256,0.148524469658256,75902.04048303,0.07590204048303
"4572",4385,1485.122,3,256.919,0.065,0.503,0.017,0.502,0.043,0.138,0,1,263.904,1.011,34.281,20.476,6.337,1,5060103,66.871,40.625,0.775,0.017,330.388,0,1,0.294,0.287,0.076,644.747,3761815.53116127,3.76181553116127,139189.268866266,0.139189268866266
"4573",4386,2022.437,3.443,256.961,0.063,0.513,0.02,0.546,0.045,0.185,0,2,315.927,1.005,31.004,16.401,24.119,1,5060103,56.52,30.243,0.764,0.019,360.709,0,1,0.311,0.326,0.08,667.822,5719543.97189903,5.71954397189903,233264.858653341,0.233264858653341
"4574",4387,1374.264,2.365,211.45,0.119,0.527,0.014,0.461,0.041,0.196,0,1,77.513,1.01,52.563,19.562,14.416,1,5050108,113.826,42.162,0.749,0.014,17.376,0,1,0.252,0.24,0.045,768.712,2134835.69762981,2.13483569762981,103395.841758925,0.103395841758925
"4575",4388,1705.183,390.013,211.473,0.007,0.573,3.592,7.336,0.198,0.029,0,5,187.375,1.048,61.04,117.454,2.419,1,5050108,8.321,16.013,0.889,1.291,98.959,1,1,0.287,0.172,0.92,695.041,2485905.47285803,2.48590547285803,316054.181995175,0.316054181995175
"4576",4389,1888.234,409.678,231.228,0,0.523,3.344,7.08,0.194,0.061,0,4,248.849,1.049,358.162,297.746,2.7,1,5060105,50.576,42.046,0.109,0.15,1.133,1,1,0.322,0.121,0.893,427.423,1876747.65112472,1.87674765112472,297060.967805313,0.297060967805313
"4577",4390,3381.381,3.997,231.273,0.034,0.462,0.02,0.551,0.045,0.141,0,2,151.846,1.041,112.097,55.857,11.577,1,5060105,196.811,97.682,0.464,0.011,158.348,0,1,0.293,0.188,0.141,464.319,7052679.53032908,7.05267953032908,564289.346549233,0.564289346549233
"4578",4391,1874.594,2.942,87.423,0.052,0.383,0.011,0.415,0.039,0.07,0,2,292.586,1.015,15.305,-9999,2.863,1,5090403,39.5,35.125,0.787,0.013,6.424,0,1,0.264,0.243,0.053,277.185,4278661.99370187,4.27866199370187,209977.63105664,0.20997763105664
